College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG0028,96,5.46,5.85,6,No,5,7,0,No
CLG0027,108,5.56,5.93,9,Yes,0,10,2,No
CLG0041,104,8.63,8.7,9,No,6,10,1,No
CLG0047,146,9.72,9.44,8,Yes,9,7,4,Yes
CLG0033,116,8.05,7.95,8,Yes,0,2,3,No
CLG0044,98,8.58,9.06,1,Yes,0,3,0,No
CLG0050,85,8.81,8.92,7,No,3,8,0,No
CLG0010,75,6.31,6.59,1,No,8,4,1,No
CLG0024,103,5.23,5.18,9,No,7,5,2,No
CLG0034,88,5.01,5.04,3,No,9,7,0,No
CLG0091,78,6.75,6.68,1,No,2,8,2,No
CLG0020,90,6.21,6.41,8,No,5,1,2,No
CLG0025,83,5.31,5.66,7,No,0,7,4,No
CLG0055,125,5.9,5.91,2,Yes,9,3,2,No
CLG0090,113,5.62,5.6,7,Yes,0,5,4,No
CLG0043,99,9.57,9.41,5,No,5,1,3,No
CLG0053,122,5.7,5.38,7,No,4,3,2,No
CLG0085,101,7.69,8.13,10,Yes,5,5,3,No
CLG0050,87,7.97,7.79,7,No,8,1,2,No
CLG0055,122,7.72,8.02,2,Yes,4,2,4,Yes
CLG0013,108,5.5,5.72,2,No,1,3,4,No
CLG0049,84,6.59,6.88,7,Yes,0,8,3,No
CLG0097,97,5.26,5.7,3,Yes,10,5,1,No
CLG0010,86,6.98,7.1,4,No,1,5,1,No
CLG0092,79,5.94,6.34,7,No,7,3,1,No
CLG0097,113,7.81,7.48,2,No,0,9,2,Yes
CLG0011,128,8.46,8.59,2,No,5,9,1,Yes
CLG0078,79,7.66,7.93,9,No,4,2,3,No
CLG0084,108,7.17,6.94,1,No,9,8,1,No
CLG0100,90,6.94,7.18,3,Yes,10,1,3,No
CLG0020,92,9.21,9.49,10,Yes,8,5,3,No
CLG0072,91,6.1,6.43,4,No,3,7,5,No
CLG0079,87,8.67,8.48,5,No,4,8,2,Yes
CLG0097,100,8.79,8.97,3,No,4,8,5,Yes
CLG0083,87,7.1,6.9,9,Yes,10,6,4,No
CLG0048,104,6.49,6.73,5,No,1,7,2,No
CLG0076,99,7.35,7.31,7,No,10,4,2,No
CLG0017,96,5.47,5.57,7,Yes,1,10,0,No
CLG0033,86,5.23,5.15,9,No,8,7,1,No
CLG0020,91,5.56,5.22,2,No,2,7,1,No
CLG0046,111,5.94,5.62,3,No,5,9,3,Yes
CLG0031,107,7.52,7.1,4,Yes,3,2,4,No
CLG0051,85,9.25,9.37,8,No,3,8,5,Yes
CLG0083,101,6.18,6.53,1,Yes,4,9,1,No
CLG0019,111,9.68,9.2,9,No,4,3,1,No
CLG0062,74,9.77,9.34,5,Yes,6,8,4,Yes
CLG0044,108,9.79,9.75,4,No,6,1,1,No
CLG0077,90,9.19,9.43,8,No,0,10,0,No
CLG0038,108,6.82,6.48,9,No,5,5,1,No
CLG0049,88,5.36,5.13,3,No,3,1,0,No
CLG0065,72,7.84,7.57,4,Yes,1,1,2,No
CLG0011,75,7.79,7.69,1,Yes,5,6,2,No
CLG0027,100,9.25,8.97,3,No,6,5,0,No
CLG0058,103,9.98,9.83,10,No,1,5,5,No
CLG0064,86,7.54,7.77,5,No,1,2,5,No
CLG0065,109,6.73,6.84,8,No,9,10,3,No
CLG0015,75,5.93,5.51,1,Yes,10,9,0,No
CLG0082,99,5.02,5.16,1,Yes,6,5,3,No
CLG0089,81,7.55,7.53,3,Yes,8,3,4,No
CLG0001,90,7.78,8.21,9,No,2,7,4,No
CLG0019,100,9.12,8.91,9,No,2,6,0,No
CLG0056,87,7.52,7.75,1,No,7,6,3,No
CLG0064,94,9.58,9.81,4,No,1,5,2,No
CLG0034,115,8.14,7.86,8,No,8,4,0,No
CLG0064,91,9.2,9.6,2,No,6,6,0,No
CLG0010,112,5.74,5.73,4,Yes,7,7,3,No
CLG0076,83,9.28,9.46,7,No,8,8,4,Yes
CLG0060,107,8.38,8.03,7,No,2,2,5,No
CLG0039,121,5.85,5.61,5,Yes,5,4,2,No
CLG0066,62,5.95,6.04,7,No,7,7,3,No
CLG0032,88,9.63,9.45,6,No,0,3,3,No
CLG0051,108,5.16,5.16,2,No,5,5,2,No
CLG0026,96,7.31,7.18,9,Yes,2,10,5,No
CLG0057,105,6.57,6.71,5,No,7,7,5,No
CLG0084,90,8.33,8.32,2,No,8,9,0,No
CLG0060,101,9.2,8.7,6,No,4,6,0,No
CLG0055,97,6.8,6.95,10,Yes,1,2,1,No
CLG0006,117,7.13,7.05,5,Yes,6,9,2,Yes
CLG0007,103,9.91,9.75,2,No,5,6,3,No
CLG0066,105,8.92,8.51,10,No,5,10,1,No
CLG0081,93,9.49,9.21,10,No,0,2,1,No
CLG0026,92,7.19,6.91,7,No,0,1,1,No
CLG0095,93,6.17,6.61,10,No,5,4,0,No
CLG0098,105,7.06,6.99,2,Yes,5,2,4,No
CLG0082,93,8.58,8.12,7,Yes,3,7,1,No
CLG0078,104,5.55,5.19,6,Yes,7,7,3,No
CLG0005,131,6.35,5.93,4,Yes,8,3,5,No
CLG0087,113,5.23,5.32,4,No,5,10,0,No
CLG0001,95,7.16,6.85,6,No,9,1,5,No
CLG0084,118,9.14,9.14,9,No,7,2,4,Yes
CLG0002,93,5.12,4.99,10,Yes,7,8,4,No
CLG0065,69,8.38,8.68,6,Yes,1,4,1,No
CLG0010,84,9.66,9.48,6,Yes,3,3,1,No
CLG0050,71,6.18,6.14,1,No,0,10,0,No
CLG0051,94,8.47,8.69,5,Yes,0,7,1,No
CLG0069,100,9.88,9.81,1,No,5,10,0,No
CLG0041,125,9.81,10.1,9,No,6,4,4,Yes
CLG0058,104,6.17,6.33,10,No,4,2,3,No
CLG0077,96,5.5,5.41,4,Yes,7,3,3,No
CLG0068,112,5.74,5.74,2,No,8,4,2,No
CLG0024,66,8.51,8.98,9,No,3,1,5,No
CLG0091,103,8.63,8.79,6,Yes,0,8,2,Yes
CLG0056,111,8.37,8.77,10,Yes,5,8,2,Yes
CLG0100,77,6.68,6.36,3,No,0,5,3,No
CLG0036,117,5.85,5.83,2,Yes,1,6,1,No
CLG0002,105,7.9,8.31,6,Yes,10,4,0,No
CLG0096,93,7.42,7.24,10,Yes,3,3,3,No
CLG0056,109,8.64,9.11,6,Yes,3,3,2,No
CLG0081,134,7.21,6.81,9,Yes,5,4,2,No
CLG0012,102,6.69,7.09,5,No,7,6,5,No
CLG0012,103,6.47,6.42,9,No,2,2,1,No
CLG0085,93,6.06,5.63,5,No,5,6,2,No
CLG0072,87,6.33,6.71,2,Yes,2,8,2,No
CLG0022,112,5.47,5.22,1,Yes,1,9,0,No
CLG0074,87,6.73,6.25,9,Yes,3,4,1,No
CLG0084,101,5.18,4.82,10,No,3,5,4,No
CLG0062,92,5.93,6.09,7,Yes,1,8,4,No
CLG0064,107,8.73,9.21,3,No,10,10,2,Yes
CLG0028,105,6.63,6.24,6,Yes,2,2,2,No
CLG0089,115,8.34,8.3,10,No,8,10,0,Yes
CLG0028,92,8.58,8.26,4,No,9,2,4,No
CLG0004,95,7.91,8.16,9,Yes,8,9,1,No
CLG0045,85,9.79,9.41,2,No,9,6,1,No
CLG0090,93,5.11,4.85,4,No,6,10,3,No
CLG0013,105,8.69,8.39,1,No,1,9,5,Yes
CLG0083,111,9.79,9.84,7,No,4,10,3,Yes
CLG0098,86,9.31,9.68,4,Yes,7,7,1,No
CLG0080,113,5.84,5.85,5,No,0,5,3,No
CLG0004,120,6.63,6.19,1,Yes,0,9,5,Yes
CLG0061,106,5.86,5.92,2,Yes,10,9,5,No
CLG0084,128,8.01,8.31,4,Yes,10,2,0,No
CLG0026,88,8.56,8.19,2,Yes,5,8,2,Yes
CLG0094,81,6.59,6.16,1,Yes,6,8,1,No
CLG0006,73,7.7,7.39,10,No,6,2,4,No
CLG0077,122,8.45,8.7,1,No,2,10,4,Yes
CLG0056,109,7.11,7.2,6,No,9,7,1,No
CLG0100,99,9.27,9.31,2,No,3,1,3,No
CLG0081,104,8.86,8.61,3,No,8,5,3,No
CLG0027,83,5.32,5.15,5,Yes,10,5,1,No
CLG0035,136,8.11,8.58,3,Yes,9,10,1,Yes
CLG0097,101,6.18,5.92,6,No,3,5,1,No
CLG0082,101,7.79,8.19,7,No,4,2,0,No
CLG0058,110,9.78,9.86,10,Yes,5,3,4,No
CLG0084,107,9.4,9.02,6,Yes,6,6,0,No
CLG0063,103,7.02,6.99,2,Yes,4,1,5,No
CLG0033,88,6.46,6.91,9,No,6,6,0,No
CLG0095,107,6.17,6.09,2,No,1,6,2,No
CLG0083,128,7.66,8.02,6,No,6,7,0,No
CLG0097,120,5.57,5.33,9,No,4,9,5,Yes
CLG0081,123,7.75,7.82,9,No,9,9,4,Yes
CLG0033,92,5.01,5.35,2,No,4,4,3,No
CLG0100,85,6.62,7.04,9,No,10,2,4,No
CLG0069,98,6.1,6.09,8,No,5,5,1,No
CLG0040,100,9.86,10.0,7,Yes,8,1,5,No
CLG0047,116,8.64,8.14,8,No,3,5,1,No
CLG0045,74,6.75,6.5,10,Yes,4,10,1,No
CLG0027,122,5.46,5.24,8,No,4,3,0,No
CLG0007,97,7.58,7.17,1,Yes,2,7,5,No
CLG0058,93,6.07,5.85,9,Yes,2,7,2,No
CLG0014,84,7.68,7.5,6,No,0,3,3,No
CLG0004,75,9.18,9.65,1,No,3,5,0,No
CLG0082,112,8.08,8.25,1,Yes,8,9,1,Yes
CLG0034,101,8.17,8.1,7,No,1,4,4,No
CLG0080,80,7.71,8.2,10,No,9,2,1,No
CLG0091,80,9.64,9.29,2,Yes,3,3,4,No
CLG0038,94,9.66,9.64,6,Yes,8,1,3,No
CLG0020,125,7.56,7.71,5,No,8,5,1,No
CLG0046,96,6.53,6.09,5,Yes,7,9,5,No
CLG0019,77,7.3,7.52,10,No,1,2,5,No
CLG0001,96,5.93,5.53,6,Yes,10,3,3,No
CLG0023,95,8.18,7.82,8,Yes,2,3,1,No
CLG0062,59,7.5,7.16,5,Yes,5,7,1,No
CLG0073,99,5.52,5.95,8,Yes,1,10,4,No
CLG0028,96,5.99,6.17,5,No,2,7,2,No
CLG0084,110,7.4,7.56,10,No,0,1,5,No
CLG0080,127,9.44,9.5,6,Yes,3,3,4,Yes
CLG0077,116,7.83,7.62,8,Yes,10,1,0,No
CLG0033,95,8.41,8.53,2,No,5,9,3,Yes
CLG0003,83,6.7,6.61,7,Yes,0,7,3,No
CLG0079,138,7.86,7.51,3,No,0,5,2,No
CLG0016,100,7.24,7.43,9,Yes,7,7,1,No
CLG0030,100,8.3,7.93,10,Yes,6,3,3,No
CLG0025,99,5.25,4.94,7,Yes,6,3,2,No
CLG0078,102,7.47,7.79,3,Yes,6,1,0,No
CLG0001,97,6.48,6.64,8,No,4,5,3,No
CLG0033,91,6.63,6.76,10,Yes,3,7,0,No
CLG0037,91,9.8,9.72,2,Yes,6,3,5,No
CLG0029,99,5.91,5.81,10,No,10,5,4,No
CLG0037,91,6.56,6.75,8,No,2,10,3,No
CLG0061,89,7.55,7.79,7,No,8,1,3,No
CLG0008,101,9.32,9.33,5,Yes,1,7,1,No
CLG0001,96,7.08,7.55,4,Yes,0,8,0,No
CLG0063,122,8.72,9.18,10,No,7,8,4,Yes
CLG0088,60,9.28,9.19,10,No,5,1,2,No
CLG0065,116,6.55,6.87,1,No,3,4,4,No
CLG0046,118,6.96,7.0,4,Yes,9,9,3,Yes
CLG0043,68,6.78,6.79,6,Yes,8,2,5,No
CLG0010,94,9.16,8.71,6,No,4,1,0,No
CLG0082,94,5.22,5.29,2,No,10,6,3,No
CLG0085,78,6.54,6.94,9,Yes,0,1,2,No
CLG0010,88,8.4,8.68,1,No,0,6,2,No
CLG0062,83,7.83,8.12,4,Yes,6,1,3,No
CLG0086,126,7.18,6.84,4,No,0,6,5,No
CLG0051,114,7.7,7.56,2,No,5,9,3,Yes
CLG0045,119,5.99,5.72,8,No,6,5,3,No
CLG0073,110,7.15,6.97,2,No,10,4,0,No
CLG0073,83,7.51,7.59,2,Yes,9,8,1,No
CLG0045,92,9.51,9.37,2,Yes,4,4,2,No
CLG0085,107,6.3,6.36,1,No,2,4,0,No
CLG0058,81,9.34,9.28,5,Yes,2,9,2,Yes
CLG0095,110,8.22,8.01,4,No,1,1,3,No
CLG0066,96,5.1,4.7,2,No,10,3,2,No
CLG0024,94,8.62,9.01,1,Yes,0,4,5,No
CLG0097,110,5.18,4.69,1,No,10,8,5,No
CLG0075,106,9.99,9.49,2,Yes,7,1,5,No
CLG0065,94,9.36,9.69,1,Yes,8,3,4,No
CLG0055,117,6.49,6.99,9,No,1,2,2,No
CLG0051,83,6.29,6.52,2,No,3,6,5,No
CLG0072,109,6.91,6.43,3,Yes,2,9,4,No
CLG0073,108,6.78,6.51,9,Yes,3,10,0,No
CLG0021,95,6.86,7.33,5,No,3,9,0,No
CLG0047,104,6.59,6.9,8,Yes,7,10,5,No
CLG0022,81,8.11,8.18,7,No,10,5,4,No
CLG0029,113,5.82,5.56,6,No,2,3,2,No
CLG0040,97,9.23,8.74,2,Yes,2,8,5,Yes
CLG0003,92,9.06,8.58,4,No,5,9,0,No
CLG0049,115,7.38,7.49,9,Yes,10,9,2,Yes
CLG0025,89,9.26,8.78,7,No,2,1,1,No
CLG0082,78,6.24,6.73,3,Yes,4,10,5,No
CLG0011,76,5.09,4.77,6,Yes,3,5,1,No
CLG0094,109,8.1,8.31,8,No,10,10,5,Yes
CLG0089,80,7.29,6.95,8,No,3,9,4,No
CLG0075,126,7.84,7.88,8,No,1,3,4,No
CLG0098,68,9.5,9.08,8,Yes,8,7,2,No
CLG0088,125,9.85,10.12,10,No,4,9,1,Yes
CLG0048,103,8.17,8.25,6,Yes,4,2,1,No
CLG0032,98,8.82,8.41,10,No,6,2,4,No
CLG0003,91,5.42,5.77,3,Yes,2,5,3,No
CLG0045,105,5.8,5.85,9,No,5,8,2,No
CLG0089,99,8.67,9.09,3,Yes,0,10,2,Yes
CLG0020,116,7.16,7.58,4,Yes,4,5,0,No
CLG0020,101,7.23,7.65,10,No,4,8,4,No
CLG0051,102,6.54,6.12,1,No,8,4,0,No
CLG0081,94,8.04,7.66,2,Yes,4,9,3,No
CLG0020,99,5.93,6.42,6,No,7,4,0,No
CLG0082,104,8.13,8.12,1,Yes,2,5,3,No
CLG0014,74,5.87,5.61,9,No,10,7,0,No
CLG0098,79,5.32,5.59,8,No,5,9,4,No
CLG0080,111,6.65,6.41,2,No,1,5,3,No
CLG0032,102,6.16,6.39,2,No,8,7,2,No
CLG0072,97,9.44,9.78,8,Yes,5,4,4,No
CLG0042,100,5.27,5.55,8,No,4,2,4,No
CLG0080,105,5.88,5.65,1,No,8,2,5,No
CLG0039,91,7.74,7.64,5,Yes,0,5,1,No
CLG0038,88,7.41,7.32,2,Yes,2,2,2,No
CLG0064,102,5.23,5.22,1,No,1,2,0,No
CLG0004,85,5.04,4.71,3,No,8,2,4,No
CLG0099,106,9.94,9.89,3,Yes,10,4,0,No
CLG0092,74,8.29,8.3,10,No,5,8,4,Yes
CLG0063,115,6.83,6.86,9,Yes,10,7,2,No
CLG0061,107,7.35,7.67,10,No,5,5,4,No
CLG0078,103,6.33,6.35,1,No,4,7,0,No
CLG0005,114,6.72,6.45,2,No,3,6,0,No
CLG0066,124,8.25,8.41,9,Yes,3,8,2,Yes
CLG0045,115,9.41,9.71,5,No,1,8,0,Yes
CLG0050,72,5.92,5.74,9,No,6,7,3,No
CLG0088,80,9.2,9.35,6,Yes,5,5,4,No
CLG0003,90,5.61,5.26,10,No,2,6,3,No
CLG0023,100,6.07,5.91,10,No,6,10,1,No
CLG0011,107,5.19,5.6,3,No,8,8,1,No
CLG0038,89,5.7,6.11,8,No,9,7,5,No
CLG0056,102,9.59,9.67,9,No,0,5,5,No
CLG0035,88,7.3,7.5,2,No,10,10,4,No
CLG0065,90,5.39,5.74,9,Yes,9,8,0,No
CLG0006,78,9.8,10.26,4,No,7,4,2,No
CLG0070,86,9.39,9.38,8,No,1,6,1,No
CLG0040,79,8.77,8.83,5,No,0,4,0,No
CLG0090,85,9.67,9.59,6,No,8,5,5,No
CLG0035,115,6.1,5.67,4,No,1,10,2,Yes
CLG0013,85,9.18,9.1,5,No,6,3,4,No
CLG0025,139,8.45,8.74,1,No,6,2,0,No
CLG0086,107,9.35,9.65,3,Yes,0,1,3,No
CLG0081,102,8.98,9.37,4,No,9,3,4,No
CLG0078,87,6.73,6.28,1,No,0,1,1,No
CLG0067,110,8.87,8.9,3,Yes,6,6,4,No
CLG0068,91,6.31,5.92,4,No,5,2,4,No
CLG0099,101,6.64,6.34,9,Yes,3,3,2,No
CLG0047,138,5.54,5.94,3,No,2,8,1,No
CLG0055,98,9.68,9.68,3,No,4,5,5,No
CLG0092,117,6.46,6.72,4,No,4,2,2,No
CLG0043,89,7.6,7.16,9,No,10,2,4,No
CLG0002,99,6.96,6.88,9,No,2,3,0,No
CLG0045,126,9.8,9.97,1,No,5,3,3,Yes
CLG0048,90,6.68,6.31,8,No,2,8,3,No
CLG0062,127,8.89,8.72,10,No,3,5,2,Yes
CLG0038,110,9.28,8.84,1,No,2,8,0,No
CLG0047,91,7.18,7.33,2,No,5,4,3,No
CLG0004,109,6.89,7.36,10,Yes,8,9,0,No
CLG0060,114,8.74,9.07,5,No,2,3,5,Yes
CLG0049,109,9.56,10.03,6,No,0,2,5,No
CLG0076,76,8.77,9.12,2,No,6,6,2,No
CLG0034,89,6.14,6.5,10,Yes,4,4,1,No
CLG0044,96,9.44,9.52,5,Yes,3,2,0,No
CLG0094,98,6.94,6.96,3,Yes,2,6,0,No
CLG0085,109,7.88,7.79,7,No,6,4,1,No
CLG0056,102,9.16,9.48,1,No,1,10,4,Yes
CLG0092,79,5.94,5.62,5,No,10,4,4,No
CLG0042,105,8.92,8.48,3,No,3,10,4,Yes
CLG0050,109,7.98,8.43,2,Yes,1,4,2,No
CLG0069,108,9.47,8.97,3,No,9,4,4,No
CLG0033,116,5.86,6.34,10,No,7,8,2,Yes
CLG0098,112,7.1,7.33,4,Yes,2,1,1,No
CLG0096,106,9.16,8.99,2,No,4,9,0,No
CLG0091,98,5.1,5.3,2,Yes,10,3,3,No
CLG0067,75,5.56,5.88,3,No,3,5,3,No
CLG0042,106,9.95,9.7,2,No,4,5,2,No
CLG0044,103,6.4,6.67,6,No,3,4,2,No
CLG0068,104,9.88,10.18,2,No,7,4,5,No
CLG0100,80,5.91,5.66,1,No,5,7,0,No
CLG0057,83,6.81,6.35,8,No,0,4,1,No
CLG0036,115,8.76,8.46,10,No,4,10,0,Yes
CLG0041,99,8.29,7.99,4,No,0,3,5,No
CLG0056,110,7.91,7.48,2,No,2,9,2,No
CLG0003,100,7.65,7.88,4,Yes,10,4,0,No
CLG0056,100,9.22,9.1,2,No,5,4,2,No
CLG0056,114,6.17,6.55,5,No,8,10,3,Yes
CLG0065,92,7.21,6.96,7,No,2,8,0,No
CLG0039,101,5.78,5.73,6,No,3,7,1,No
CLG0040,93,7.98,8.12,2,No,9,4,3,No
CLG0039,93,6.25,6.63,4,No,0,8,1,No
CLG0027,95,6.67,6.69,8,No,9,10,1,No
CLG0067,103,7.36,7.23,7,Yes,1,2,2,No
CLG0100,92,5.13,5.5,7,No,6,9,1,No
CLG0094,118,5.46,5.27,4,No,7,2,5,No
CLG0065,86,8.43,8.01,1,Yes,0,10,4,Yes
CLG0074,97,7.14,7.09,7,No,8,3,1,No
CLG0003,93,9.32,9.61,6,No,5,6,0,No
CLG0003,121,8.47,8.0,8,Yes,0,7,5,No
CLG0037,102,5.04,5.13,5,No,3,9,2,No
CLG0098,115,8.08,8.17,8,Yes,3,8,2,Yes
CLG0020,77,5.47,5.9,10,Yes,6,6,5,No
CLG0011,104,8.9,8.69,8,No,0,8,4,Yes
CLG0083,113,9.96,9.74,9,Yes,9,5,2,Yes
CLG0091,101,7.66,7.6,1,No,8,10,2,No
CLG0024,115,8.41,8.27,3,No,0,10,3,Yes
CLG0070,92,6.19,6.43,6,No,9,9,3,No
CLG0065,121,7.19,7.33,4,No,2,4,3,No
CLG0083,134,9.28,9.54,8,Yes,0,1,4,Yes
CLG0074,94,5.84,6.16,10,No,0,8,5,No
CLG0032,93,6.33,6.75,1,No,3,5,2,No
CLG0062,121,7.23,7.16,5,Yes,1,9,2,Yes
CLG0055,123,8.56,9.04,4,Yes,8,3,2,Yes
CLG0036,92,6.88,6.6,1,No,0,9,1,No
CLG0066,93,9.64,9.85,10,No,2,8,2,Yes
CLG0037,95,5.47,5.5,6,No,1,6,2,No
CLG0014,79,6.85,7.17,10,Yes,0,10,5,No
CLG0046,86,8.54,8.52,3,No,10,10,0,No
CLG0077,84,6.13,6.41,5,Yes,8,8,0,No
CLG0056,88,8.28,8.71,6,No,4,8,2,Yes
CLG0050,99,5.82,6.05,4,No,10,7,1,No
CLG0061,103,5.28,5.56,10,Yes,5,7,1,No
CLG0017,123,5.61,5.18,10,Yes,7,3,4,No
CLG0027,85,9.65,9.35,6,No,6,7,4,No
CLG0054,114,7.76,8.23,7,Yes,6,3,5,Yes
CLG0029,96,8.98,9.17,2,No,8,9,2,Yes
CLG0013,99,6.66,6.72,7,Yes,2,5,3,No
CLG0049,110,7.96,7.83,7,No,9,8,1,No
CLG0025,83,7.47,7.01,2,Yes,7,3,3,No
CLG0088,105,9.73,9.6,3,No,5,3,4,No
CLG0100,102,8.74,8.74,3,No,7,3,1,No
CLG0023,107,8.65,8.36,1,Yes,3,8,3,Yes
CLG0026,104,5.23,4.9,1,Yes,0,9,2,No
CLG0048,136,7.75,7.76,10,No,10,7,3,No
CLG0036,90,7.33,7.42,6,No,2,1,4,No
CLG0006,92,9.64,9.38,9,Yes,9,6,1,No
CLG0080,90,6.29,6.38,9,Yes,2,3,1,No
CLG0074,91,6.35,6.75,1,Yes,0,1,1,No
CLG0039,90,7.06,7.03,7,No,4,10,2,No
CLG0057,117,6.22,6.58,6,No,5,2,1,No
CLG0091,121,5.65,6.08,4,No,8,3,3,No
CLG0066,91,9.29,8.88,3,No,7,7,0,No
CLG0010,87,7.79,7.39,9,Yes,3,6,5,No
CLG0072,107,9.31,9.29,10,Yes,5,2,5,No
CLG0009,91,9.16,9.25,5,No,2,5,0,No
CLG0077,109,6.41,6.34,8,No,0,1,5,No
CLG0072,103,7.74,7.57,4,No,8,3,2,No
CLG0027,77,5.42,5.56,4,No,7,1,3,No
CLG0046,123,9.58,9.08,6,Yes,5,3,5,Yes
CLG0063,126,7.02,7.49,6,No,2,2,2,No
CLG0042,90,6.97,6.7,3,Yes,10,4,0,No
CLG0085,94,6.51,6.93,2,No,4,5,5,No
CLG0041,104,7.3,6.91,9,No,8,3,1,No
CLG0034,105,6.26,6.0,2,No,6,10,0,No
CLG0093,109,6.87,6.6,9,Yes,1,5,0,No
CLG0030,130,9.0,9.5,8,No,5,7,0,No
CLG0044,97,9.17,8.67,10,Yes,8,10,2,Yes
CLG0080,88,6.52,6.66,7,Yes,10,9,4,No
CLG0001,79,7.35,7.72,5,No,10,8,2,No
CLG0045,89,9.37,9.54,3,No,9,6,4,No
CLG0047,99,5.26,5.12,2,No,0,9,2,No
CLG0093,126,9.45,9.91,8,Yes,4,8,5,Yes
CLG0030,92,6.1,6.49,2,No,8,4,5,No
CLG0022,103,8.39,8.32,8,Yes,2,2,5,No
CLG0015,99,7.91,7.98,5,Yes,2,9,0,No
CLG0084,117,7.76,8.23,9,No,9,6,1,No
CLG0038,137,9.3,9.78,4,Yes,8,10,3,Yes
CLG0023,92,5.51,5.46,8,Yes,2,8,4,No
CLG0031,92,6.74,7.09,7,Yes,10,8,2,No
CLG0057,115,7.69,7.49,8,Yes,8,4,5,No
CLG0081,110,9.06,8.93,5,No,9,10,1,No
CLG0035,127,6.08,5.74,2,No,2,5,3,No
CLG0066,108,9.01,8.72,7,No,7,1,1,No
CLG0053,94,7.0,7.16,3,Yes,9,9,5,No
CLG0031,108,5.94,5.95,10,No,8,7,4,No
CLG0026,116,8.79,8.52,10,No,2,1,4,Yes
CLG0031,112,5.45,5.35,10,No,0,10,3,Yes
CLG0072,107,7.57,7.44,10,No,8,10,3,No
CLG0080,116,5.32,5.81,2,No,6,3,5,No
CLG0012,117,6.78,7.13,3,Yes,5,9,5,Yes
CLG0053,120,8.01,7.9,4,No,3,1,4,No
CLG0056,109,7.78,8.19,10,Yes,4,6,4,No
CLG0083,97,7.02,6.86,7,Yes,6,5,0,No
CLG0062,102,7.15,7.32,10,Yes,8,4,3,No
CLG0044,118,6.13,6.6,1,No,5,1,3,No
CLG0058,87,7.28,7.17,6,Yes,3,7,4,No
CLG0077,105,9.77,9.95,6,No,3,1,2,No
CLG0065,94,9.25,9.05,8,Yes,9,1,0,No
CLG0013,100,5.73,5.5,2,No,2,2,2,No
CLG0061,119,5.15,5.22,2,Yes,1,9,4,Yes
CLG0068,102,9.67,10.15,1,No,3,1,0,No
CLG0051,100,7.63,7.58,3,No,5,8,0,No
CLG0062,79,7.69,8.13,7,Yes,0,1,4,No
CLG0048,111,8.9,9.31,8,No,1,1,5,Yes
CLG0095,109,6.57,6.32,7,Yes,7,9,1,No
CLG0063,132,7.41,7.31,9,No,2,8,1,No
CLG0072,95,9.84,9.98,8,No,0,1,3,No
CLG0091,103,8.36,8.38,8,Yes,1,7,4,No
CLG0072,103,5.77,5.37,2,No,2,8,5,No
CLG0051,123,5.67,6.16,1,Yes,1,2,4,No
CLG0024,98,6.02,6.27,6,No,3,4,5,No
CLG0086,104,8.83,8.77,7,No,3,2,2,No
CLG0040,109,6.48,6.6,6,No,10,6,4,No
CLG0029,102,5.11,4.7,7,No,9,5,1,No
CLG0073,93,9.72,9.72,8,No,1,5,5,No
CLG0017,102,5.85,6.28,2,No,0,8,4,No
CLG0001,116,5.05,5.45,1,No,2,1,2,No
CLG0096,84,6.19,6.03,10,No,3,10,3,No
CLG0084,101,6.18,6.21,8,No,10,2,5,No
CLG0001,89,7.11,7.31,8,No,5,1,0,No
CLG0025,117,9.6,9.44,8,No,4,4,5,Yes
CLG0041,77,9.4,8.96,10,Yes,1,2,3,No
CLG0091,91,7.28,7.29,7,Yes,3,10,2,No
CLG0023,105,7.05,7.15,2,No,5,7,4,No
CLG0018,123,7.78,7.29,4,No,3,5,1,No
CLG0095,99,6.22,5.82,9,Yes,10,5,5,No
CLG0028,91,5.26,4.97,8,No,10,1,4,No
CLG0085,128,9.7,9.55,4,No,6,2,5,Yes
CLG0012,78,5.93,5.97,8,No,5,5,0,No
CLG0088,67,5.99,5.78,10,No,5,7,1,No
CLG0049,106,7.36,7.14,6,Yes,9,1,3,No
CLG0097,92,7.46,7.83,9,Yes,1,7,5,No
CLG0081,84,5.09,4.74,1,No,10,2,2,No
CLG0097,110,5.74,5.74,6,No,6,2,3,No
CLG0016,103,6.89,7.34,4,No,8,9,0,No
CLG0027,91,8.42,8.55,3,No,5,8,5,Yes
CLG0053,80,6.14,6.36,5,Yes,7,10,0,No
CLG0092,113,7.12,7.05,10,No,5,4,4,No
CLG0036,109,7.79,7.31,8,Yes,5,5,4,No
CLG0007,98,9.44,9.59,10,No,3,9,5,Yes
CLG0034,127,6.63,6.76,6,Yes,5,4,4,No
CLG0065,83,5.67,5.28,1,Yes,9,10,0,No
CLG0004,77,7.45,7.41,6,No,3,8,1,No
CLG0026,89,8.73,9.15,7,No,9,5,5,No
CLG0020,99,5.55,5.26,6,No,5,1,3,No
CLG0051,103,7.12,7.08,3,No,0,7,3,No
CLG0077,96,5.09,5.05,9,Yes,6,10,2,No
CLG0099,105,5.17,5.48,10,No,1,3,2,No
CLG0010,81,7.41,7.73,10,No,5,7,1,No
